dataset	rel	depth_min	depth_max	depth_mean	valid_ratio
DDAD	DDAD/val/002419/CAMERA_06/depth.png	4.065741	129.092041	16.916531	0.0245
DDAD	DDAD/val/002422/CAMERA_09/depth.png	5.304289	235.452316	28.188009	0.0167
DDAD	DDAD/val/002435/CAMERA_01/depth.png	4.928633	231.268234	29.957777	0.0095
DDAD	DDAD/val/002437/CAMERA_06/depth.png	4.100026	119.378807	17.181770	0.0243
DDAD	DDAD/val/002439/CAMERA_05/depth.png	3.912465	181.256042	27.753475	0.0200
DDAD	DDAD/val/002441/CAMERA_01/depth.png	4.949312	230.571686	29.980021	0.0091
DDAD	DDAD/val/002442/CAMERA_06/depth.png	4.074096	120.384308	16.702887	0.0241
DDAD	DDAD/val/002444/CAMERA_05/depth.png	3.816903	180.522797	27.735510	0.0195
DDAD	DDAD/val/002447/CAMERA_05/depth.png	3.668861	180.132599	27.048832	0.0195
DDAD	DDAD/val/002450/CAMERA_06/depth.png	4.058392	157.493286	16.564901	0.0236
DDAD	DDAD/val/002456/CAMERA_05/depth.png	3.545573	179.337601	29.090717	0.0186
DDAD	DDAD/val/002460/CAMERA_01/depth.png	4.929237	227.628342	28.290770	0.0094
DDAD	DDAD/val/002461/CAMERA_01/depth.png	4.936050	227.619492	30.493073	0.0089
DDAD	DDAD/val/002470/CAMERA_09/depth.png	4.150325	236.195297	30.710424	0.0162
DDAD	DDAD/val/002476/CAMERA_01/depth.png	4.936420	227.562363	37.404579	0.0054
DDAD	DDAD/val/002476/CAMERA_09/depth.png	5.228946	235.005157	36.362537	0.0104
DDAD	DDAD/val/002477/CAMERA_06/depth.png	2.676912	156.497955	11.974150	0.0213
DDAD	DDAD/val/002478/CAMERA_09/depth.png	5.282244	235.336029	31.064730	0.0160
DDAD	DDAD/val/002481/CAMERA_09/depth.png	5.165532	235.857132	30.880783	0.0164
DDAD	DDAD/val/002482/CAMERA_01/depth.png	4.940167	227.950974	29.357065	0.0092
DDAD	DDAD/val/002484/CAMERA_09/depth.png	5.116552	235.493835	30.928059	0.0165
DDAD	DDAD/val/002485/CAMERA_09/depth.png	5.100519	235.186813	30.890539	0.0165
DDAD	DDAD/val/002494/CAMERA_01/depth.png	4.928737	226.062393	29.935455	0.0092
DDAD	DDAD/val/002498/CAMERA_06/depth.png	2.224205	157.307297	11.944817	0.0215
DDAD	DDAD/val/002502/CAMERA_05/depth.png	3.856872	124.497261	19.161755	0.0224
DDAD	DDAD/val/002506/CAMERA_05/depth.png	3.678478	138.871429	20.767975	0.0228
DDAD	DDAD/val/002513/CAMERA_05/depth.png	3.427380	133.474854	19.545401	0.0246
DDAD	DDAD/val/002513/CAMERA_06/depth.png	3.932579	74.773842	12.609376	0.0269
DDAD	DDAD/val/002517/CAMERA_06/depth.png	4.018258	77.235580	13.004761	0.0262
DDAD	DDAD/val/002518/CAMERA_05/depth.png	3.108879	126.147392	19.280836	0.0233
DDAD	DDAD/val/002520/CAMERA_09/depth.png	4.909899	235.648682	28.941553	0.0161
DDAD	DDAD/val/002530/CAMERA_05/depth.png	2.468522	123.072395	18.269760	0.0232
DDAD	DDAD/val/002538/CAMERA_09/depth.png	3.105132	235.911011	26.846544	0.0171
DDAD	DDAD/val/002543/CAMERA_06/depth.png	4.193711	76.038216	14.058461	0.0257
DDAD	DDAD/val/002549/CAMERA_06/depth.png	4.121978	72.281380	14.328013	0.0259
DDAD	DDAD/val/002552/CAMERA_05/depth.png	1.636689	132.758423	14.648113	0.0206
DDAD	DDAD/val/002553/CAMERA_05/depth.png	1.878121	133.963913	14.701734	0.0205
DDAD	DDAD/val/002555/CAMERA_05/depth.png	2.155495	133.878601	12.453390	0.0193
DDAD	DDAD/val/002558/CAMERA_09/depth.png	2.637421	235.859863	26.267706	0.0158
DDAD	DDAD/val/002561/CAMERA_09/depth.png	2.706923	235.119019	26.541729	0.0158
DDAD	DDAD/val/002565/CAMERA_01/depth.png	4.216176	233.820328	24.738937	0.0099
DDAD	DDAD/val/002568/CAMERA_06/depth.png	4.132329	64.726822	12.402905	0.0247
DDAD	DDAD/val/002572/CAMERA_06/depth.png	3.982212	62.914104	13.415241	0.0259
DDAD	DDAD/val/002583/CAMERA_06/depth.png	4.103288	84.574173	12.696396	0.0273
DDAD	DDAD/val/002586/CAMERA_01/depth.png	4.298020	223.854767	26.449114	0.0100
DDAD	DDAD/val/002593/CAMERA_06/depth.png	4.093225	80.021645	12.751386	0.0259
DDAD	DDAD/val/002597/CAMERA_09/depth.png	2.551678	215.953537	23.826715	0.0138
DDAD	DDAD/val/002598/CAMERA_05/depth.png	1.342104	182.737961	16.272196	0.0139
DDAD	DDAD/val/002607/CAMERA_06/depth.png	3.093542	226.451233	19.920837	0.0215
DDAD	DDAD/val/002615/CAMERA_05/depth.png	4.026907	200.957489	37.483055	0.0209
DDAD	DDAD/val/002622/CAMERA_06/depth.png	3.260869	230.553894	24.407310	0.0211
DDAD	DDAD/val/002625/CAMERA_01/depth.png	5.186430	229.151794	27.906988	0.0102
DDAD	DDAD/val/002626/CAMERA_06/depth.png	3.277230	234.495255	26.209490	0.0206
DDAD	DDAD/val/002627/CAMERA_05/depth.png	3.816947	174.117844	27.404680	0.0221
DDAD	DDAD/val/002628/CAMERA_09/depth.png	4.654442	173.440262	21.557159	0.0169
DDAD	DDAD/val/002629/CAMERA_06/depth.png	3.131417	235.346207	30.152197	0.0196
DDAD	DDAD/val/002630/CAMERA_01/depth.png	5.140732	220.905075	27.809986	0.0098
DDAD	DDAD/val/002633/CAMERA_05/depth.png	3.722828	169.760666	22.669827	0.0228
DDAD	DDAD/val/002637/CAMERA_09/depth.png	5.830609	156.531219	25.697515	0.0186
DDAD	DDAD/val/002638/CAMERA_01/depth.png	5.085730	147.479233	28.795898	0.0105
DDAD	DDAD/val/002644/CAMERA_09/depth.png	6.322274	167.094040	31.761276	0.0175
DDAD	DDAD/val/002647/CAMERA_09/depth.png	4.932358	192.106400	34.665176	0.0185
DDAD	DDAD/val/002649/CAMERA_01/depth.png	5.288186	224.076782	34.464695	0.0099
DDAD	DDAD/val/002652/CAMERA_05/depth.png	3.854247	205.185547	20.103811	0.0229
DDAD	DDAD/val/002653/CAMERA_06/depth.png	3.795651	194.467514	19.716818	0.0227
DDAD	DDAD/val/002659/CAMERA_06/depth.png	4.364428	182.776962	19.687019	0.0249
DDAD	DDAD/val/002666/CAMERA_05/depth.png	3.219357	181.904877	15.141247	0.0237
DDAD	DDAD/val/002667/CAMERA_05/depth.png	3.135262	197.463547	15.115425	0.0234
DDAD	DDAD/val/002670/CAMERA_06/depth.png	4.274003	148.413437	19.431026	0.0254
DDAD	DDAD/val/002671/CAMERA_06/depth.png	4.268288	143.467407	19.365379	0.0253
DDAD	DDAD/val/002674/CAMERA_06/depth.png	4.242968	142.796661	19.031763	0.0255
DDAD	DDAD/val/002694/CAMERA_09/depth.png	4.438399	235.360153	34.698246	0.0156
DDAD	DDAD/val/002696/CAMERA_05/depth.png	2.403875	157.624802	15.948896	0.0196
DDAD	DDAD/val/002705/CAMERA_01/depth.png	4.972705	222.668915	38.645039	0.0090
DDAD	DDAD/val/002706/CAMERA_05/depth.png	3.655897	212.099411	19.629124	0.0229
DDAD	DDAD/val/002710/CAMERA_05/depth.png	3.645049	204.586746	24.142073	0.0224
DDAD	DDAD/val/002718/CAMERA_06/depth.png	4.195330	143.086426	16.470446	0.0263
DDAD	DDAD/val/002721/CAMERA_05/depth.png	3.645775	209.280960	25.234352	0.0215
DDAD	DDAD/val/002721/CAMERA_09/depth.png	6.649215	210.132736	37.546299	0.0165
DDAD	DDAD/val/002722/CAMERA_09/depth.png	6.686282	211.608307	39.369797	0.0163
DDAD	DDAD/val/002723/CAMERA_01/depth.png	4.915668	234.919067	33.778423	0.0093
DDAD	DDAD/val/002724/CAMERA_01/depth.png	4.903831	233.915527	33.662773	0.0093
DDAD	DDAD/val/002727/CAMERA_01/depth.png	4.881413	234.536438	33.362827	0.0093
DDAD	DDAD/val/002729/CAMERA_09/depth.png	6.731489	196.968460	37.214550	0.0170
DDAD	DDAD/val/002730/CAMERA_01/depth.png	4.885253	235.733704	33.268265	0.0094
DDAD	DDAD/val/002732/CAMERA_09/depth.png	6.355618	199.194565	37.034355	0.0171
DDAD	DDAD/val/002737/CAMERA_05/depth.png	3.711949	225.940338	28.251869	0.0207
DDAD	DDAD/val/002738/CAMERA_05/depth.png	3.687847	225.573074	27.979031	0.0206
DDAD	DDAD/val/002741/CAMERA_01/depth.png	4.851373	231.196762	32.917229	0.0095
DDAD	DDAD/val/002764/CAMERA_01/depth.png	5.006285	231.712753	41.900360	0.0082
DDAD	DDAD/val/002765/CAMERA_01/depth.png	4.973743	233.711090	35.606113	0.0106
DDAD	DDAD/val/002768/CAMERA_09/depth.png	7.045259	214.751083	35.115673	0.0184
DDAD	DDAD/val/002769/CAMERA_09/depth.png	6.968132	215.660843	35.637402	0.0185
DDAD	DDAD/val/002770/CAMERA_05/depth.png	3.878521	236.407623	32.887608	0.0134
DDAD	DDAD/val/002771/CAMERA_09/depth.png	5.969984	218.535095	36.597858	0.0183
DDAD	DDAD/val/002773/CAMERA_06/depth.png	3.761315	151.317612	16.752617	0.0216
DDAD	DDAD/val/002774/CAMERA_05/depth.png	3.921632	236.000916	35.911617	0.0134
DDAD	DDAD/val/002774/CAMERA_09/depth.png	4.617063	221.899902	39.368717	0.0164
DDAD	DDAD/val/002778/CAMERA_06/depth.png	3.357659	186.784561	17.601336	0.0233
DDAD	DDAD/val/002781/CAMERA_05/depth.png	3.969781	235.807312	34.065033	0.0149
DDAD	DDAD/val/002788/CAMERA_09/depth.png	7.382547	230.966919	36.214096	0.0172
DDAD	DDAD/val/002790/CAMERA_05/depth.png	3.921847	236.064209	32.481701	0.0163
DDAD	DDAD/val/002796/CAMERA_01/depth.png	4.955760	217.103592	33.098255	0.0103
DDAD	DDAD/val/002797/CAMERA_01/depth.png	4.863217	214.548187	32.144691	0.0103
DDAD	DDAD/val/002798/CAMERA_01/depth.png	4.828074	213.794128	31.745100	0.0102
DDAD	DDAD/val/002809/CAMERA_06/depth.png	3.010439	123.358078	7.957479	0.0217
DDAD	DDAD/val/002810/CAMERA_05/depth.png	4.037696	56.838657	10.628384	0.0247
DDAD	DDAD/val/002813/CAMERA_05/depth.png	3.917809	56.748051	10.440605	0.0247
DDAD	DDAD/val/002814/CAMERA_01/depth.png	5.258849	209.630585	28.425369	0.0104
DDAD	DDAD/val/002818/CAMERA_01/depth.png	5.215967	208.390564	28.593924	0.0102
DDAD	DDAD/val/002819/CAMERA_01/depth.png	5.225554	207.408630	28.631556	0.0101
DDAD	DDAD/val/002820/CAMERA_06/depth.png	3.065443	53.691139	7.580072	0.0210
DDAD	DDAD/val/002821/CAMERA_06/depth.png	3.042573	50.255611	7.480009	0.0213
DDAD	DDAD/val/002823/CAMERA_05/depth.png	3.896207	64.089043	9.924479	0.0240
DDAD	DDAD/val/002823/CAMERA_06/depth.png	3.093771	48.980209	7.409725	0.0205
DDAD	DDAD/val/002831/CAMERA_05/depth.png	3.968546	66.699036	13.231484	0.0225
DDAD	DDAD/val/002833/CAMERA_05/depth.png	3.939627	68.140007	14.861268	0.0217
DDAD	DDAD/val/002833/CAMERA_09/depth.png	5.312552	195.021591	23.007887	0.0176
DDAD	DDAD/val/002834/CAMERA_09/depth.png	5.197909	189.846405	23.136967	0.0173
DDAD	DDAD/val/002840/CAMERA_06/depth.png	3.055527	40.231411	8.954136	0.0181
DDAD	DDAD/val/002841/CAMERA_01/depth.png	5.209081	195.924393	29.459127	0.0101
DDAD	DDAD/val/002842/CAMERA_01/depth.png	5.215927	229.339050	29.978117	0.0102
DDAD	DDAD/val/002843/CAMERA_01/depth.png	5.245049	195.340240	30.004910	0.0101
DDAD	DDAD/val/002843/CAMERA_05/depth.png	4.118776	61.665867	18.041124	0.0203
DDAD	DDAD/val/002844/CAMERA_06/depth.png	3.105205	39.250732	9.057776	0.0187
DDAD	DDAD/val/002849/CAMERA_01/depth.png	5.109451	226.037292	30.265186	0.0102
DDAD	DDAD/val/002875/CAMERA_05/depth.png	4.020111	66.527817	17.582550	0.0232
DDAD	DDAD/val/002878/CAMERA_05/depth.png	3.999073	67.210953	18.729107	0.0233
DDAD	DDAD/val/002882/CAMERA_06/depth.png	3.133135	54.040527	12.072803	0.0209
DDAD	DDAD/val/002883/CAMERA_05/depth.png	3.928338	67.879654	20.348148	0.0233
DDAD	DDAD/val/002891/CAMERA_05/depth.png	3.843936	65.923424	20.895111	0.0235
DDAD	DDAD/val/002896/CAMERA_01/depth.png	5.054729	232.834076	28.913288	0.0108
DDAD	DDAD/val/002896/CAMERA_05/depth.png	3.870389	64.025307	21.195389	0.0235
DDAD	DDAD/val/002911/CAMERA_06/depth.png	3.569982	228.497101	24.894684	0.0195
DDAD	DDAD/val/002912/CAMERA_09/depth.png	5.268741	192.328369	26.925482	0.0167
DDAD	DDAD/val/002916/CAMERA_01/depth.png	5.161053	220.636139	38.350410	0.0092
DDAD	DDAD/val/002925/CAMERA_06/depth.png	3.871694	190.510132	19.732943	0.0223
DDAD	DDAD/val/002928/CAMERA_06/depth.png	3.782289	168.130402	20.824520	0.0220
DDAD	DDAD/val/002929/CAMERA_06/depth.png	3.722117	206.675232	21.806004	0.0218
DDAD	DDAD/val/002930/CAMERA_06/depth.png	3.736009	205.700958	22.959534	0.0217
DDAD	DDAD/val/002945/CAMERA_01/depth.png	5.264035	226.951706	46.600990	0.0091
DDAD	DDAD/val/002950/CAMERA_05/depth.png	4.581293	198.952469	24.543884	0.0212
DDAD	DDAD/val/002960/CAMERA_06/depth.png	4.091254	196.460953	28.805887	0.0199
DDAD	DDAD/val/002965/CAMERA_09/depth.png	6.064363	213.330124	32.870411	0.0156
DDAD	DDAD/val/002984/CAMERA_09/depth.png	5.669893	221.155228	31.595749	0.0156
DDAD	DDAD/val/002985/CAMERA_01/depth.png	5.123930	227.601227	39.824314	0.0092
DDAD	DDAD/val/002986/CAMERA_06/depth.png	4.223600	154.890869	24.786139	0.0208
DDAD	DDAD/val/002987/CAMERA_06/depth.png	4.249817	153.706406	23.807915	0.0227
DDAD	DDAD/val/002988/CAMERA_05/depth.png	4.083888	174.672989	28.104454	0.0207
DDAD	DDAD/val/002991/CAMERA_01/depth.png	5.140901	229.164734	39.603035	0.0097
DDAD	DDAD/val/002996/CAMERA_06/depth.png	4.263690	133.416214	26.932062	0.0226
DDAD	DDAD/val/003001/CAMERA_09/depth.png	3.167983	229.194717	17.204157	0.0228
DDAD	DDAD/val/003004/CAMERA_01/depth.png	5.165344	203.656342	24.729015	0.0103
DDAD	DDAD/val/003009/CAMERA_06/depth.png	4.108377	230.335938	20.195818	0.0212
DDAD	DDAD/val/003009/CAMERA_09/depth.png	3.328371	187.547775	17.464003	0.0237
DDAD	DDAD/val/003011/CAMERA_09/depth.png	3.334005	187.482269	17.801041	0.0236
DDAD	DDAD/val/003015/CAMERA_05/depth.png	4.378289	202.275146	16.634623	0.0219
DDAD	DDAD/val/003017/CAMERA_09/depth.png	3.539097	228.272415	19.824774	0.0226
DDAD	DDAD/val/003022/CAMERA_05/depth.png	4.408034	229.028107	30.171701	0.0186
DDAD	DDAD/val/003026/CAMERA_06/depth.png	4.146585	219.892410	22.719877	0.0207
DDAD	DDAD/val/003027/CAMERA_09/depth.png	3.701016	174.879044	22.700001	0.0210
DDAD	DDAD/val/003039/CAMERA_06/depth.png	4.597164	214.616943	22.862215	0.0208
DDAD	DDAD/val/003042/CAMERA_09/depth.png	4.144845	217.800232	22.310406	0.0196
DDAD	DDAD/val/003046/CAMERA_06/depth.png	4.691535	209.290237	23.301939	0.0196
DDAD	DDAD/val/003046/CAMERA_09/depth.png	4.242731	216.708298	22.520031	0.0169
DDAD	DDAD/val/003048/CAMERA_01/depth.png	5.196587	140.484985	34.096771	0.0100
DDAD	DDAD/val/003049/CAMERA_06/depth.png	4.622197	202.234406	22.655298	0.0213
DDAD	DDAD/val/003051/CAMERA_01/depth.png	5.132168	133.530579	33.233891	0.0100
DDAD	DDAD/val/003051/CAMERA_09/depth.png	4.609709	164.976486	16.580992	0.0207
DDAD	DDAD/val/003053/CAMERA_05/depth.png	4.345856	228.561340	28.939278	0.0197
DDAD	DDAD/val/003056/CAMERA_05/depth.png	4.254732	229.528198	28.653803	0.0206
DDAD	DDAD/val/003058/CAMERA_05/depth.png	4.261245	229.649399	27.744717	0.0210
DDAD	DDAD/val/003060/CAMERA_01/depth.png	5.369041	142.578751	32.495373	0.0101
DDAD	DDAD/val/003060/CAMERA_06/depth.png	4.840363	123.914864	23.420465	0.0215
DDAD	DDAD/val/003072/CAMERA_09/depth.png	4.559130	231.994156	22.237682	0.0185
DDAD	DDAD/val/003077/CAMERA_09/depth.png	4.715220	231.698166	20.656816	0.0189
DDAD	DDAD/val/003078/CAMERA_01/depth.png	5.184795	229.199997	24.974833	0.0095
DDAD	DDAD/val/003081/CAMERA_06/depth.png	3.965676	85.225647	17.716055	0.0226
DDAD	DDAD/val/003085/CAMERA_05/depth.png	4.425565	186.776566	20.365562	0.0212
DDAD	DDAD/val/003105/CAMERA_09/depth.png	4.701448	234.248901	15.983323	0.0265
DDAD	DDAD/val/003109/CAMERA_05/depth.png	3.158865	59.197742	10.660275	0.0232
DDAD	DDAD/val/003113/CAMERA_01/depth.png	5.146775	198.046844	17.129417	0.0096
DDAD	DDAD/val/003129/CAMERA_09/depth.png	2.878509	170.758377	12.077763	0.0264
DDAD	DDAD/val/003133/CAMERA_05/depth.png	4.225607	59.069832	12.067012	0.0243
DDAD	DDAD/val/003135/CAMERA_05/depth.png	4.250287	69.079620	12.745157	0.0241
DDAD	DDAD/val/003140/CAMERA_05/depth.png	4.131993	52.383663	13.741559	0.0255
DDAD	DDAD/val/003146/CAMERA_09/depth.png	3.820275	191.850052	12.964212	0.0266
DDAD	DDAD/val/003150/CAMERA_01/depth.png	5.236085	218.035873	20.490435	0.0104
DDAD	DDAD/val/003150/CAMERA_06/depth.png	2.009709	65.428772	4.998897	0.0227
DDAD	DDAD/val/003158/CAMERA_09/depth.png	3.471981	199.295761	13.886302	0.0268
DDAD	DDAD/val/003159/CAMERA_06/depth.png	1.890587	60.428444	4.483494	0.0225
DDAD	DDAD/val/003159/CAMERA_09/depth.png	3.432469	178.810486	13.805377	0.0266
DDAD	DDAD/val/003162/CAMERA_06/depth.png	1.732179	59.208549	4.610303	0.0215
DDAD	DDAD/val/003164/CAMERA_05/depth.png	3.274308	74.081253	7.849473	0.0234
DDAD	DDAD/val/003171/CAMERA_05/depth.png	2.487140	66.463547	9.274076	0.0225
DDAD	DDAD/val/003171/CAMERA_06/depth.png	1.637870	79.071640	5.685699	0.0195
DDAD	DDAD/val/003175/CAMERA_01/depth.png	5.164891	229.383575	32.359791	0.0063
DDAD	DDAD/val/003180/CAMERA_05/depth.png	4.513208	74.289070	14.462245	0.0213
DDAD	DDAD/val/003183/CAMERA_09/depth.png	2.761593	207.112106	11.563293	0.0263
DDAD	DDAD/val/003191/CAMERA_01/depth.png	5.063741	235.723267	33.168007	0.0099
DDAD	DDAD/val/003192/CAMERA_05/depth.png	4.481664	63.493706	14.096235	0.0218
DDAD	DDAD/val/003195/CAMERA_09/depth.png	3.301266	222.015411	14.557491	0.0252
DDAD	DDAD/val/003196/CAMERA_09/depth.png	3.353329	223.297379	14.142785	0.0248
DDAD	DDAD/val/003201/CAMERA_01/depth.png	5.322414	235.274658	26.614920	0.0091
DDAD	DDAD/val/003202/CAMERA_05/depth.png	4.513420	135.779755	9.938984	0.0255
DDAD	DDAD/val/003202/CAMERA_09/depth.png	4.060056	232.100555	14.818679	0.0272
DDAD	DDAD/val/003208/CAMERA_09/depth.png	3.499848	207.525513	14.472013	0.0278
DDAD	DDAD/val/003226/CAMERA_05/depth.png	4.459424	141.394714	8.348509	0.0263
DDAD	DDAD/val/003231/CAMERA_06/depth.png	2.575664	157.728043	14.320616	0.0190
DDAD	DDAD/val/003234/CAMERA_05/depth.png	3.961102	95.494888	8.114238	0.0250
DDAD	DDAD/val/003236/CAMERA_06/depth.png	3.024851	174.166351	12.906917	0.0186
DDAD	DDAD/val/003237/CAMERA_05/depth.png	3.140516	97.650810	7.434673	0.0256
DDAD	DDAD/val/003243/CAMERA_05/depth.png	4.372345	75.278854	10.915643	0.0246
DDAD	DDAD/val/003248/CAMERA_06/depth.png	2.065243	166.198090	16.161932	0.0196
DDAD	DDAD/val/003250/CAMERA_05/depth.png	3.625812	115.250656	7.729046	0.0251
DDAD	DDAD/val/003250/CAMERA_09/depth.png	3.676876	231.110794	14.026575	0.0267
DDAD	DDAD/val/003253/CAMERA_06/depth.png	2.352589	200.747025	17.243040	0.0204
DDAD	DDAD/val/003253/CAMERA_09/depth.png	3.659612	233.434616	14.387868	0.0270
DDAD	DDAD/val/003256/CAMERA_01/depth.png	4.932949	216.229614	27.116697	0.0092
DDAD	DDAD/val/003259/CAMERA_05/depth.png	3.072278	118.481308	7.565448	0.0243
DDAD	DDAD/val/003267/CAMERA_06/depth.png	2.981832	223.893661	13.133861	0.0192
DDAD	DDAD/val/003294/CAMERA_06/depth.png	2.053575	132.890793	14.162749	0.0171
DDAD	DDAD/val/003294/CAMERA_09/depth.png	3.691070	229.745651	15.593349	0.0234
DDAD	DDAD/val/003298/CAMERA_05/depth.png	4.440266	137.665466	14.424559	0.0244
DDAD	DDAD/val/003300/CAMERA_01/depth.png	5.242770	150.828918	35.979992	0.0095
DDAD	DDAD/val/003301/CAMERA_06/depth.png	1.578139	131.260147	25.427958	0.0185
DDAD	DDAD/val/003301/CAMERA_09/depth.png	2.333470	234.980591	13.306916	0.0245
DDAD	DDAD/val/003302/CAMERA_01/depth.png	5.217131	166.885925	35.978329	0.0095
DDAD	DDAD/val/003309/CAMERA_01/depth.png	5.088624	161.842789	32.433651	0.0103
DDAD	DDAD/val/003312/CAMERA_06/depth.png	2.319880	192.308167	31.051514	0.0183
DDAD	DDAD/val/003320/CAMERA_01/depth.png	5.038436	152.378372	26.975885	0.0101
DDAD	DDAD/val/003332/CAMERA_01/depth.png	4.940011	144.394562	24.250526	0.0102
DDAD	DDAD/val/003336/CAMERA_09/depth.png	4.727157	181.060028	17.004004	0.0269
DDAD	DDAD/val/003337/CAMERA_05/depth.png	4.306346	207.738266	20.361269	0.0226
DDAD	DDAD/val/003344/CAMERA_05/depth.png	4.322480	207.804169	21.098568	0.0190
DDAD	DDAD/val/003353/CAMERA_01/depth.png	5.122716	72.837326	23.596811	0.0105
DDAD	DDAD/val/003353/CAMERA_09/depth.png	4.536291	191.747574	16.505522	0.0265
DDAD	DDAD/val/003361/CAMERA_06/depth.png	4.616413	143.424881	29.068403	0.0170
DDAD	DDAD/val/003364/CAMERA_09/depth.png	4.048749	188.117783	16.352312	0.0263
DDAD	DDAD/val/003366/CAMERA_09/depth.png	4.003091	186.938400	16.737120	0.0253
DDAD	DDAD/val/003369/CAMERA_01/depth.png	5.161571	72.821503	23.199574	0.0105
DDAD	DDAD/val/003370/CAMERA_05/depth.png	4.335766	213.384430	20.451656	0.0221
DDAD	DDAD/val/003376/CAMERA_05/depth.png	4.344783	218.920074	20.412184	0.0222
DDAD	DDAD/val/003385/CAMERA_06/depth.png	4.626209	143.149536	30.877438	0.0191
DDAD	DDAD/val/003388/CAMERA_05/depth.png	4.337630	213.539459	20.427742	0.0221
DDAD	DDAD/val/003388/CAMERA_06/depth.png	4.625270	143.130661	30.899261	0.0191
DDAD	DDAD/val/003391/CAMERA_06/depth.png	4.623740	143.096024	30.419611	0.0180
DDAD	DDAD/val/003399/CAMERA_09/depth.png	3.868857	186.905716	16.419058	0.0263
DDAD	DDAD/val/003410/CAMERA_05/depth.png	4.463710	225.453125	22.122837	0.0203
DDAD	DDAD/val/003416/CAMERA_05/depth.png	4.478621	231.367249	23.817934	0.0205
DDAD	DDAD/val/003423/CAMERA_01/depth.png	5.093166	235.515808	29.487801	0.0093
DDAD	DDAD/val/003428/CAMERA_06/depth.png	3.227463	153.855194	20.478432	0.0225
DDAD	DDAD/val/003436/CAMERA_01/depth.png	5.081161	237.151031	28.259209	0.0098
DDAD	DDAD/val/003436/CAMERA_06/depth.png	3.249074	183.225708	20.049704	0.0214
DDAD	DDAD/val/003439/CAMERA_06/depth.png	4.021671	181.019073	18.356712	0.0193
DDAD	DDAD/val/003442/CAMERA_09/depth.png	5.351296	227.179688	26.019806	0.0230
DDAD	DDAD/val/003449/CAMERA_01/depth.png	5.112027	236.770004	29.949329	0.0088
DDAD	DDAD/val/003451/CAMERA_09/depth.png	5.320772	236.531235	26.936079	0.0232
DDAD	DDAD/val/003452/CAMERA_05/depth.png	2.999679	159.568649	11.774537	0.0251
DDAD	DDAD/val/003453/CAMERA_05/depth.png	4.442262	58.530399	11.854601	0.0269
DDAD	DDAD/val/003457/CAMERA_06/depth.png	3.733883	226.414474	19.476423	0.0206
DDAD	DDAD/val/003460/CAMERA_06/depth.png	3.537223	173.371613	20.078947	0.0192
DDAD	DDAD/val/003466/CAMERA_05/depth.png	4.426744	44.194180	10.691521	0.0281
DDAD	DDAD/val/003472/CAMERA_01/depth.png	5.010064	236.925064	31.713203	0.0097
DDAD	DDAD/val/003491/CAMERA_06/depth.png	3.303642	165.661041	22.757715	0.0187
DDAD	DDAD/val/003494/CAMERA_09/depth.png	5.381359	233.395599	16.978678	0.0279
DDAD	DDAD/val/003495/CAMERA_01/depth.png	5.052496	230.103531	32.958660	0.0096
DDAD	DDAD/val/003497/CAMERA_05/depth.png	4.482198	93.258606	12.943336	0.0271
DDAD	DDAD/val/003499/CAMERA_09/depth.png	5.337089	235.509048	16.472120	0.0264
DDAD	DDAD/val/003500/CAMERA_05/depth.png	2.694814	38.317379	10.487222	0.0251
DDAD	DDAD/val/003510/CAMERA_01/depth.png	5.180118	199.012344	19.916494	0.0105
DDAD	DDAD/val/003522/CAMERA_09/depth.png	4.163189	195.259750	17.600706	0.0256
DDAD	DDAD/val/003523/CAMERA_01/depth.png	5.113132	197.284302	21.903852	0.0105
DDAD	DDAD/val/003528/CAMERA_01/depth.png	5.141452	197.629440	22.284462	0.0103
DDAD	DDAD/val/003536/CAMERA_01/depth.png	5.132082	198.010468	22.420486	0.0105
DDAD	DDAD/val/003539/CAMERA_09/depth.png	3.568896	206.709930	17.166870	0.0256
DDAD	DDAD/val/003544/CAMERA_01/depth.png	5.094313	195.521545	23.740522	0.0098
DDAD	DDAD/val/003552/CAMERA_09/depth.png	2.863477	228.285812	17.527321	0.0239
DDAD	DDAD/val/003567/CAMERA_05/depth.png	4.327571	220.708649	14.135521	0.0249
DDAD	DDAD/val/003575/CAMERA_01/depth.png	5.038436	235.518555	31.994064	0.0091
DDAD	DDAD/val/003575/CAMERA_05/depth.png	4.279180	220.032471	14.092056	0.0240
DDAD	DDAD/val/003584/CAMERA_01/depth.png	5.074147	234.928314	32.156330	0.0090
DDAD	DDAD/val/003586/CAMERA_09/depth.png	3.081464	228.514359	17.187611	0.0243
DDAD	DDAD/val/003606/CAMERA_05/depth.png	4.135626	142.606491	10.893019	0.0242
DDAD	DDAD/val/003607/CAMERA_06/depth.png	3.645383	136.789047	12.299947	0.0223
DDAD	DDAD/val/003608/CAMERA_05/depth.png	4.132023	138.401291	11.129253	0.0237
DDAD	DDAD/val/003613/CAMERA_06/depth.png	4.130543	130.194290	13.382746	0.0224
DDAD	DDAD/val/003617/CAMERA_09/depth.png	5.315638	236.488403	17.921452	0.0256
DDAD	DDAD/val/003620/CAMERA_09/depth.png	5.383042	236.101746	18.236868	0.0253
DDAD	DDAD/val/003624/CAMERA_06/depth.png	4.029022	133.637985	14.695318	0.0196
DDAD	DDAD/val/003625/CAMERA_06/depth.png	4.059652	133.952332	14.124318	0.0222
